Model_ID,Category_Title,Brand_Title,Device_Title,Model_Title,Model_Image,Storage_Title,unlocked:great_condition,unlocked:noticeable_wears_and_tears,unlocked:cracked_glass_good_lcd,unlocked:broken_lcd,unlocked:doa,att:great_condition,att:noticeable_wears_and_tears,att:cracked_glass_good_lcd,att:broken_lcd,att:doa,verizon:great_condition,verizon:noticeable_wears_and_tears,verizon:cracked_glass_good_lcd,verizon:broken_lcd,verizon:doa,tmobile:great_condition,tmobile:noticeable_wears_and_tears,tmobile:cracked_glass_good_lcd,tmobile:broken_lcd,tmobile:doa,sprint:great_condition,sprint:noticeable_wears_and_tears,sprint:cracked_glass_good_lcd,sprint:broken_lcd,sprint:doa,other:great_condition,other:noticeable_wears_and_tears,other:cracked_glass_good_lcd,other:broken_lcd,other:doa,Meta_Title,Meta_Description,Meta_Keywords
225,Phones,,"Sell my OPPO","OPPO R11 Plus",20181216035346.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Phones,,"Sell my OPPO","OPPO R7S",20181216040203.jpg,16GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Phones,,"Sell my OPPO","OPPO R7S",20181216040203.jpg,32GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Phones,,"Sell my OPPO","OPPO R7 Plus",20181216040606.jpg,32GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Phones,,"Sell my OPPO","OPPO R7 Plus",20181216040606.jpg,64GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Phones,,"Sell my OPPO","OPPO R9s",20181216042759.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Phones,,"Sell my OPPO","OPPO R9 Plus",20181216043201.jpg,64GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Phones,,"Sell my OPPO","OPPO R9 Plus",20181216043201.jpg,128GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Phones,,"Sell my OPPO","OPPO R9S Plus",20181216043835.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Phones,,"Sell my OPPO","OPPO R15",20181216044634.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Phones,,"Sell my OPPO","OPPO R15 PRO",20181216044859.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Phones,,"Sell my OPPO","OPPO R17",20181216054351.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Phones,,"Sell my OPPO","OPPO R17 Pro",20181216054556.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Phones,,"Sell my OPPO","OPPO AX5",20181216055020.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Phones,,"Sell my OPPO","OPPO Find X",20181217161736.jpg,128GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Phones,,"Sell my OPPO","OPPO Find X",20181217161736.jpg,256GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Phones,,"Sell my OPPO","OPPO A3s",20181216060259.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Phones,HTC,"Sell my HTC","DESIRE 530",20181216060627.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Phones,HTC,"Sell my HTC","Desire Eye",20181216060839.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Phones,HTC,"Sell my HTC","One  A9",20181216061132.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Phones,HTC,"Sell my HTC","One  M7 (801s)",20181216062122.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Phones,HTC,"Sell my HTC","One  M8 (M8X) M8S",20181216062542.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Phones,HTC,"Sell my HTC","One Mini (601s)",20181216062948.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Phones,HTC,"Sell my HTC","One Mini 2  M8",20181217032615.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Phones,HTC,"Sell my HTC","One M9",20181217032932.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Phones,HTC,"Sell my HTC","HTC 10",20181217033249.jpg,32GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Phones,HTC,"Sell my HTC","HTC 10",20181217033249.jpg,64GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Phones,HTC,"Sell my HTC","One Max",20181217033546.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Phones,HTC,"Sell my HTC","U Play",20181217034042.jpg,32GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Phones,HTC,"Sell my HTC","U Play",20181217034042.jpg,64GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Phones,HTC,"Sell my HTC","U Ultra (U-1h)",20181217034702.jpg,64GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Phones,HTC,"Sell my HTC","U Ultra (U-1h)",20181217034702.jpg,128GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Phones,HTC,"Sell my HTC","U Ultra DualSIM (U-1u)",20181217035125.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Phones,HTC,"Sell my HTC","One X9",20181217055638.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Phones,HTC,"Sell my HTC","One X10",20181217055941.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Phones,HTC,"Sell my HTC","U11 (2PZC100)",20181223185148.jpg,64GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Phones,HTC,"Sell my HTC","U11 (2PZC100)",20181223185148.jpg,128GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Phones,HTC,"Sell my HTC","U11 Plus",20181223185605.jpg,64GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Phones,HTC,"Sell my HTC","U11 Plus",20181223185605.jpg,128GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Phones,HTC,"Sell my HTC","U11 Dual SIM (U-3u)",20181223190450.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Phones,HTC,"Sell my HTC","U12+  6.0""",20181223190818.jpg,64GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Phones,HTC,"Sell my HTC","U12+  6.0""",20181223190818.jpg,128GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Phones,HTC,"Sell my HTC","Desire 500",20181224212746.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Phones,HTC,"Sell my HTC","Desire 510",20181224213007.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Phones,HTC,"Sell my HTC","Desire 601  -4.5""",20181224213221.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Phones,HTC,"Sell my HTC","Desire 610 -4.7""",20181224213444.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Phones,HTC,"Sell my HTC","Desire 620 -5.0""",20181224213943.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Phones,HTC,"Sell my HTC","Desire 626-628 -5.0""",20181224214212.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Phones,HTC,"Sell my HTC","Desire 816 -5.5""",20181224214414.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Phones,HTC,"Sell my HTC","Desire Eye -5.2""",20181224214637.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Phones,HTC,"Sell my HTC","One X",20181224214914.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Phones,HTC,"Sell my HTC","One XL",20181224215205.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Phones,Huawei,"Sell my Huawei","Ascend G300",20181225073654.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Phones,Huawei,"Sell my Huawei","Ascend G510",20181225074247.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Phones,Huawei,"Sell my Huawei","Ascend G526",20181225074434.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Phones,Huawei,"Sell my Huawei","Ascend G530",20181225074647.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Phones,Huawei,"Sell my Huawei","Ascend G600",20181225074845.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Phones,Huawei,"Sell my Huawei","Ascend G620",20181225075042.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Phones,Huawei,"Sell my Huawei","Ascend G630",20181225075247.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Phones,Huawei,"Sell my Huawei","Ascend G730",20181225075505.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Phones,Huawei,"Sell my Huawei","Ascend G6 (L22)",20181225075720.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Phones,Huawei,"Sell my Huawei","Ascend G7 -5.5""",20181225080336.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Phones,Huawei,"Sell my Huawei","G8 (R10-L01)",20181225081016.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Phones,Huawei,"Sell my Huawei","Mate 7 (L09) (L10)",20181225102601.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Phones,Huawei,"Sell my Huawei","Mate 8",20181225102757.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Phones,Huawei,"Sell my Huawei","Mate 9",20181225102812.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Phones,Huawei,"Sell my Huawei","Mate 10",20181225102832.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Phones,Huawei,"Sell my Huawei","Mate 10 Pro",20181225102852.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Phones,Huawei,"Sell my Huawei","Mate S (UL00)",20181225103004.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Phones,Huawei,"Sell my Huawei","Nova 2i (RNE-L22)  Mate 10 Lite",20181225104019.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Phones,Huawei,"Sell my Huawei","Nova 2 Plus (BAC-L22)",20181225104742.jpg,64GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Phones,Huawei,"Sell my Huawei","Nova 2 Plus (BAC-L22)",20181225104742.jpg,128GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Phones,Huawei,"Sell my Huawei","P8   (GRA-L09)",20181225105159.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Phones,Huawei,"Sell my Huawei","P8 Lite 2015 (ALE-L02)",20181225105643.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Phones,Huawei,"Sell my Huawei","P8 Lite 2017",20181225110805.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Phones,Huawei,"Sell my Huawei","P8 max",20181225111156.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Phones,Huawei,"Sell my Huawei","P9  (EVA-L09)",20181225111646.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Phones,Huawei,"Sell my Huawei","P9 Plus",20181225112020.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Phones,Huawei,"Sell my Huawei","P9 Lite -5.2""",20181225112340.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Phones,Apple,iPhone,"Phones Test",20190529111241.png,16GB,30,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Phones,Apple,iPhone,"Phones Test",20190529111241.png,32GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Phones,Apple,iPhone,"Phones Test",20190529111241.png,64TB,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
